FILE_NAME,FIELD_NAME,GOLD,EXTRACTED,RESULT,REASON
invoice101.html,product,Rustic Silk Coat,Rustic Silk Coat,TP,EXTRACT_MODEL
invoice101.html,product,Heavy Duty Bronze Lamp,Heavy Duty Bronze Lamp,TP,EXTRACT_MODEL
invoice101.html,product,Mediocre Bronze Gloves,Mediocre Bronze Gloves,TP,EXTRACT_MODEL
invoice101.html,product,Mediocre Paper Keyboard,Mediocre Paper Keyboard,TP,EXTRACT_MODEL
invoice101.html,product,Sleek Wooden Bench,Sleek Wooden Bench,TP,EXTRACT_MODEL
invoice101.html,product,Rustic Plastic Watch,Rustic Plastic Watch,TP,EXTRACT_MODEL
invoice101.html,product,Awesome Bronze Clock,Awesome Bronze Clock,TP,EXTRACT_MODEL
invoice101.html,product,Rustic Bronze Shirt,Rustic Bronze Shirt,TP,EXTRACT_MODEL
invoice101.html,product,Aerodynamic Iron Hat,Aerodynamic Iron Hat,TP,EXTRACT_MODEL
invoice101.html,price,360.64 USD,360.64 USD,TP,EXTRACT_RULES
invoice101.html,price,154.93 USD,154.93 USD,TP,EXTRACT_RULES
invoice101.html,price,136.54 USD,136.54 USD,TP,EXTRACT_RULES
invoice101.html,price,402.91 USD,402.91 USD,TP,EXTRACT_RULES
invoice101.html,price,136.18 USD,136.18 USD,TP,EXTRACT_RULES
invoice101.html,price,271.98 USD,271.98 USD,TP,EXTRACT_RULES
invoice101.html,price,340.90 USD,340.90 USD,TP,EXTRACT_RULES
invoice101.html,price,266.83 USD,266.83 USD,TP,EXTRACT_RULES
invoice101.html,price,293.62 USD,293.62 USD,TP,EXTRACT_RULES
invoice101.html,client_name,Mrs. Oma Oma Jast,Mrs. Oma Oma Jast,TP,EXTRACT_MODEL
invoice125.html,product,Rustic Iron Gloves,Rustic Iron Gloves,TP,EXTRACT_MODEL
invoice125.html,product,Rustic Aluminum Wallet,Rustic Aluminum Wallet,TP,EXTRACT_MODEL
invoice125.html,product,Intelligent Wool Bag,Intelligent Wool Bag,TP,EXTRACT_MODEL
invoice125.html,product,Gorgeous Copper Pants,Gorgeous Copper Pants,TP,EXTRACT_MODEL
